,Title,Area,Location,Bookmarks,Positive Review,Negative Review,Review Count,PriceRange,Genre
1404,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
1405,Sushi Yuu 鮨悠,Causeway Bay,"6/F, Jardine Center, 50 Jardine's Bazaar, Causeway Bay",595,54,0,(54 Reviews),$201-400,"['Japanese', 'Omakase']"
1406,Daymoon Cafe & Lounge 昼月,Causeway Bay,"Shop 301, 3/F, Tower 535, 535 Jaffe Road, Causeway Bay",481,36,0,(37 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
1407,KUROME Cafe & Bar 黑目,Causeway Bay,"G/F, 18 Shelter Street, Causeway Bay",2937,26,3,(32 Reviews),$101-200,"['Japanese', 'Skewer']"
1408,Onigiri Planet (Cathay Mansion) 飯丸屋 (國泰大廈),Causeway Bay,"Shop A, G/F, Cathay Mansion, 3-17 Tung Lo Wan Road, Causeway Bay",1006,23,2,(25 Reviews),$51-100,"['Japanese', 'Sandwich']"
1409,Ippudo HK (Hysan Place) 一風堂 (希慎廣場),Causeway Bay,"Shop 1403, 14/F, Hysan Place At Lee Gardens, 500 Hennessy Road, Causeway Bay",3088,32,2,(65 Reviews),$101-200,"['Japanese', 'Ramen']"
1410,Sushi Moto 鮨本,Causeway Bay,"9/F, Aura on Pennington, 66 Jardine's Bazaar, Causeway Bay",2475,30,2,(36 Reviews),Above $801,"['Japanese', 'Sushi/Sashimi']"
1411,Shimo 霜月,Causeway Bay,"24/F, OLIV, 15-21 Sharp Street East, Causeway Bay",9855,54,3,(71 Reviews),$401-800,"['Japanese', 'Hot Pot']"
1412,Nglausao Izakaya 吳留手居酒屋,Causeway Bay,"G/F, 5 Pennington Street, Causeway Bay",4455,12,0,(17 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
1413,Sushi Senn 青云Senn,銅鑼灣,銅鑼灣加路連山道1號地下,2136,16,0,(20 Reviews),Above $801,"['Japanese', 'Sushi/Sashimi']"
1414,Uehara 植原,Causeway Bay,"Shop A, G/F, Sun Ho Court, 29-31 Tung Lo Wan Road, Causeway Bay",7270,18,1,(29 Reviews),$401-800,"['Japanese', 'Sushi/Sashimi']"
1415,Tenzen Japanese Restaurant 天膳,Causeway Bay,"12/F, Jardine Center, 50 Jardine's Bazaar, Causeway Bay",6515,64,8,(95 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
1416,Café&Meal MUJI,Causeway Bay,"3/F, Lee Theatre Plaza, 99 Percival Street, Causeway Bay",3275,94,8,(164 Reviews),$101-200,"['Japanese', 'Yoshoku']"
1417,Maizuru Teppanyaki 舞鶴鐵板燒,Causeway Bay,"2/F, 13 Pennington Street, Causeway Bay",2361,19,1,(21 Reviews),$401-800,"['Japanese', 'Teppanyaki']"
1418,AKATSUKI 曉,Causeway Bay,"8/F, Circle Tower, 28 Tang Lung Street, Causeway Bay",928,29,0,(35 Reviews),$201-400,"['Japanese', 'Izakaya']"
1419,Sushi Hiro 壽司廣,Causeway Bay,"10/F, Henry House, 42 Yun Ping Road, Causeway Bay",6816,114,26,(193 Reviews),$401-800,"['Japanese', 'Sushi/Sashimi']"
1420,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
1421,Wagyu Yakiniku Ichiro (All Branches) 和牛燒肉一郎 (寶漢大廈),,3 branches,,,,,$201-400,"['Japanese', 'BBQ']"
1422,Tian Jian IZAKAYA 天澗居酒屋,Yuen Long,"G/F, 79&81 Kau Yuk Road, Yuen Long",2897,,,,$201-400,"['Japanese', 'Izakaya']"
1423,Bilibala Yakitori Bar,Causeway Bay,"G/F, Lei Wen Court, 23 Haven Street, Causeway Bay",8798,211,2,(228 Reviews),$101-200,"['Japanese', 'Skewer']"
1424,Marugame Seimen (Hysan Place) 丸亀製麵 (希慎廣場),Causeway Bay,"Shop 10, 11/F, Hysan Place, 500 Hennessy Road, Causeway Bay",3354,19,4,(50 Reviews),$51-100,"['Japanese', 'Udon']"
1425,Sweets House Cha Cha,Causeway Bay,"cookedDeli by city'super, B1/F, Times Square, 1 Matheson Street, Causeway Bay",1996,60,12,(127 Reviews),Below $50,"['Japanese', 'Dessert']"
1426,UJIEN 宇治園,Causeway Bay,"Shop 919B, 9/F, Times Square, 1 Matheson Street, Causeway Bay",1590,13,1,(28 Reviews),$51-100,"['Japanese', 'Dessert']"
1427,Nabe One (Lee Theatre Plaza) 牛一 (利舞臺廣場),Causeway Bay,"Shop A, 17/F, Lee Theatre Plaza, 99 Percival Street, Causeway Bay",8395,36,5,(84 Reviews),$101-200,"['Japanese', 'Hot Pot']"
1428,Yakiniku One 燒肉ONE,Causeway Bay,"Shop 1-3 , G/F, Yee On Building, 26 East Point Road, Causeway Bay",598,17,1,(24 Reviews),$51-100,"['Japanese', 'Roast Meat']"
1429,Yummy Delight 甘味讚岐手打烏冬,Causeway Bay,"Shop 403, 4/F, Windsor House, 311 Gloucester Road, Causeway Bay",2791,73,28,(158 Reviews),$51-100,"['Japanese', 'Udon']"
1430,Mon cher,Causeway Bay,"Shop 25, B2/F, Sogo, 555 Hennessy Road, Causeway Bay",1696,51,1,(68 Reviews),$51-100,"['Japanese', 'Cake']"
1431,CoCo Ichibanya (Windsor House) CoCo壹番屋 (皇室堡),Causeway Bay,"Shop 402, 4/F, Windsor House, 311 Gloucester Road, Causeway Bay",2821,66,9,(145 Reviews),$51-100,"['Japanese', 'Curry']"
1432,Genki Sushi 元気寿司,Causeway Bay,"Shop B7-B9, M/F, Windsor House, 311 Gloucester Road, Causeway Bay",1256,29,6,(72 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
1433,Nanbantei 南蛮亭,Causeway Bay,"6/F., Henry House, 42 Yun Ping Road, Causeway Bay",3795,79,2,(94 Reviews),$201-400,['Japanese']
1434,Deerlicious pudding (Haven Court) 呦呦鹿鳴布丁燒 (希雲大廈),Causeway Bay,"G/F, Haven Court, 134 Leighton Road, Causeway Bay",488,14,0,(16 Reviews),Below $50,"['Japanese', 'Dessert']"
1435,BAKE WORKS,Causeway Bay,"Shop 32, B2/F, Sogo, 555 Hennessy Road, Causeway Bay",557,14,1,(20 Reviews),Below $50,"['Japanese', 'Dessert']"
1436,Jimoto Sakaba 地元酒場,Causeway Bay,"Shop D, 2/F, Percival House, 83 Percival Street, Causeway Bay",3376,12,0,(19 Reviews),$201-400,"['Japanese', 'Izakaya']"
1437,Croissant Taiyaki,Causeway Bay,"Shop 8, B2/F, Sogo, 555 Hennessy Road, Causeway Bay",1343,51,4,(96 Reviews),Below $50,"['Japanese', 'Bakery']"
1438,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
1439,SUPPA Hot Pot by ATUM 十下火鍋,Causeway Bay,"2/F, Circle Tower, 28 Tang Lung Street, Causeway Bay",26119,,,,$201-400,"['Hong Kong Style', 'Hot Pot']"
1440,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
1441,Matsuichiya ラーメン松壱家,Causeway Bay,"G/F, 40 Tang Lung Street, Causeway Bay",1527,25,10,(76 Reviews),$51-100,"['Japanese', 'Ramen']"
1442,Iwanami Japanese Restaurant 岩浪天扶良日本料理,Causeway Bay,"17/F, SUGAR+, 31 Sugar Street, Causeway Bay",2679,8,1,(13 Reviews),$401-800,"['Japanese', 'Sushi/Sashimi']"
1443,Sushi Imamura 壽司處今村,Causeway Bay,"16/F, Macau Yat Yuen Centre, 525 Hennessy Road, Causeway Bay",7749,67,18,(111 Reviews),Above $801,"['Japanese', 'Sushi/Sashimi']"
1444,DONQ,Causeway Bay,"Shop 30, B2/F, Sogo, 555 Hennessy Road, Causeway Bay",1759,204,15,(334 Reviews),Below $50,"['Japanese', 'Bakery']"
1445,Mellow Brown Coffee by UCC,Causeway Bay,"Shop 201, B2/F, Sogo, 555 Hennessy Road, Causeway Bay",1147,22,15,(75 Reviews),$101-200,"['Japanese', 'Coffee Shop']"
1446,Heya Hong Kong,Causeway Bay,"Room A, 4/F, Winner Commercial Building, 401-403 Lockhart Road, Causeway Bay",505,10,0,(11 Reviews),$101-200,"['Japanese', 'Coffee Shop']"
1447,UCC Coffee Shop,Causeway Bay,"2/F, Causeway Bay Plaza 1, 489 Hannessy Road, Causeway Bay",2770,96,25,(201 Reviews),$101-200,"['Japanese', 'Coffee Shop']"
1448,Pepper Lunch Express (希慎廣場),Causeway Bay,"Shop 1103, 11/F, Hysan Place, 500 Hennessy Road, Causeway Bay",4149,38,5,(77 Reviews),$51-100,"['Japanese', 'Food Court']"
1449,Sushiro (Causeway Bay Plaza 2) 壽司郎 (銅鑼灣廣場2期),Causeway Bay,"Shop 3A, 2/F, Causeway Bay Plaza 2, 463-483 Lockhart Road, Causeway Bay",1232,6,0,(10 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
1450,DON DON DONKI 激安之殿堂美食廣場,Causeway Bay,"1-4/F, Pearl City, 22-36 Paterson Street, Causeway Bay",171,12,2,(20 Reviews),$51-100,"['Japanese', 'International']"
1451,Virus Restaurant & Bar,Causeway Bay,"21/F, Chung Wai Commercial Building, 447-449 Lockhart Road, Causeway Bay",1924,15,1,(21 Reviews),$201-400,"['Japanese', 'Skewer']"
1452,CoCo Ichibanya (Hysan Place) CoCo壹番屋 (希慎廣場),Causeway Bay,"Shop 1106, 11/F, Hysan Place, 500 Hennessy Road, Causeway Bay",2081,14,0,(45 Reviews),$51-100,"['Japanese', 'Curry']"
1453,Ishiyama 石山,Causeway Bay,"1/F, 513-515 Lockhart Road, Causeway Bay",5269,26,4,(41 Reviews),$201-400,['Japanese']
1454,ZENTRO EAST,Causeway Bay,"Shop 229-230, 2/F, Lee Garden Three, 1 Sunning Road, Causeway Bay",3546,9,6,(25 Reviews),$101-200,"['Japanese', 'Skewer']"
1455,Kuma Yummy 熊築地,Causeway Bay,"Shop 4, G/F, 276 Gloucester Road, Causeway Bay",2448,29,21,(79 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
1456,Victorian Era (Lee Theatre Plaza) 香江花月 (利舞臺廣場),Causeway Bay,"21/F, Lee Theatre Plaza, 99 Percival Street, Causeway Bay",2848,,,,$401-800,"['Guangdong', 'Hong Kong Style']"
1457,Grill ขนทอง (駱克道),Causeway Bay,"G/F, L'Hart, 487-489 Lockhart Road, Causeway Bay",5473,,,,$101-200,"['Thai', 'Skewer']"
1458,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
1459,Meta Sen 仟米,Causeway Bay,"Shop 75-76, G/F, 5 Hoi Ping Road, Causeway Bay",172,10,0,(12 Reviews),Below $50,"['Japanese', 'Udon']"
1460,Curry Bee,Causeway Bay,"G/F, 524 Jaffe Road, Wan Chai, Causeway Bay",1078,52,10,(99 Reviews),$51-100,"['Japanese', 'Ramen']"
1461,Somehow Izakaya 心烤大眾酒場,Causeway Bay,"21/F, L'Hart, 487 Lockhart Road, Causeway Bay",1241,5,0,(7 Reviews),$201-400,"['Japanese', 'BBQ']"
1462,PRESS BUTTER SAND,Causeway Bay,"Shop 31, B2/F, Sogo, 555 Hennessy Road, Causeway Bay",272,7,0,(15 Reviews),$101-200,"['Japanese', 'Cake']"
1463,Kaihou 旬鮮 海宝,Causeway Bay,"8/F, Circle Plaza, 499 Hennessy Road, Causeway Bay",2107,13,0,(21 Reviews),Above $801,"['Japanese', 'Sushi/Sashimi']"
1464,My Sushi 神川日本料理,Causeway Bay,"G/F, 10 Morrison Hill Road, Causeway Bay",921,5,0,(5 Reviews),$201-400,"['Japanese', 'Omakase']"
1465,Beard Papa's,Causeway Bay,"Shop 9, B2/F, Sogo, 555 Hennessy Road, Causeway Bay",699,16,1,(34 Reviews),Below $50,"['Japanese', 'Bakery']"
1466,Toba Yakitori 鳥羽焼きとり,Causeway Bay,"G/F, 16 Yiu Wa Street, Causeway Bay",2092,9,2,(17 Reviews),$201-400,['Japanese']
1467,Sake no Wa 酒の和,Causeway Bay,"Room 1601, 16/F, Bartlock Centre, 3 Yiu Wa Street, Causeway Bay",2389,16,0,(24 Reviews),$201-400,"['Japanese', 'Izakaya']"
1468,Hideyoshi 匠工房秀吉,Causeway Bay,"Shop 15, B2/F, Sogo, 555 Hennessy Road, Causeway Bay",599,19,2,(40 Reviews),Below $50,"['Japanese', 'Teppanyaki']"
1469,UCC Coffee Shop,Causeway Bay,"Shop 23, 4/F, Sogo, 555 Hennessy Road, Causeway Bay",414,9,0,(10 Reviews),$101-200,"['Japanese', 'Coffee Shop']"
1470,Sushi Sakai 鮨境,Causeway Bay,"20/F, THE L SQUARE, 459-461 Lockhart Road, Causeway Bay",643,8,1,(11 Reviews),Above $801,"['Japanese', 'Sushi/Sashimi']"
1471,Itacho Sushi (Laforet) 板長壽司 (東角Laforet),Causeway Bay,"Shop 281-282, Laforet, 24- 26 East Point Road, Causeway Bay",1378,56,20,(143 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
1472,Wai Wai 和居和居,Causeway Bay,"G/F, Golden Jubilee House, 395 Lockhart Road, Causeway Bay",1203,6,0,(10 Reviews),$201-400,"['Japanese', 'Seafood']"
1473,Luna Cake,Causeway Bay,"Shop 20B, B2/F, SOGO, 555 Hennessy Road, Causeway Bay",139,4,0,(6 Reviews),Below $50,"['Japanese', 'Dessert']"
1474,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
1475,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
1476,Tian Jian IZAKAYA 天澗居酒屋,Yuen Long,"G/F, 79&81 Kau Yuk Road, Yuen Long",2897,,,,$201-400,"['Japanese', 'Izakaya']"
1477,Don Don Tei 丼丼亭,Causeway Bay,"2/F, Hennessy Apartments, 48 Percival Street, Causeway Bay",430,5,0,(9 Reviews),$51-100,['Japanese']
1478,5019 Premium Factory (崇光百貨),Causeway Bay,"Shop 30, B2/F, Sogo, 555 Hennessy Road, Causeway Bay",892,6,2,(22 Reviews),$51-100,"['Japanese', 'Sandwich']"
1479,SUSHIMASA X Taiko Sake 鮨政x大湖,Causeway Bay,"Shop H2B, G/F, Fashion Walk, 9 Kingston Street, Causeway Bay",292,2,0,(2 Reviews),$201-400,"['Japanese', 'Omakase']"
1480,Shiro Bakery,Causeway Bay,"Room G, 2/F, Po Ming Building, 2-6 Foo Ming Street, Causeway Bay",123,3,0,(5 Reviews),$51-100,"['Japanese', 'Dessert']"
1481,Hiru Omakase 日。 廚師發辦,Causeway Bay,"G/F, 21 Lan Fong Road, Causeway Bay",256,2,0,(2 Reviews),$401-800,"['Japanese', 'Sushi/Sashimi']"
1482,Juyon Omakase 拾肆,Causeway Bay,"14/F, Circle Plaza, 499 Hennessy Road, Causeway Bay",990,2,0,(7 Reviews),Above $801,"['Japanese', 'Omakase']"
1483,The Hong Kong Japanese Club 香港日本人俱樂部,Causeway Bay,"5/F, Tower 535, 535 Jaffe Road, Causeway Bay",1617,10,0,(18 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
1484,Ginza Iwa 銀座いわ,Causeway Bay,"17/F, The L. Square, 459-461 Lockhart Road, Causeway Bay",938,2,0,(3 Reviews),Above $801,['Japanese']
1485,SEN SEN SUSHI 鮮選壽司,Causeway Bay,"Shop  CB-3, 1/F, Pearl City, 22-26 Paterson Street, Causeway Bay",50,3,0,(5 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
1486,築地GINDACO,Causeway Bay,"Shop 14A, B2/F, Sogo, 555 Hennessy Road, Causeway Bay",371,5,0,(6 Reviews),$51-100,"['Japanese', 'Snack Shop & Deli']"
1487,AOI CHU 鮨初葵,Causeway Bay,"9/F, Macau Yet Yuen Center, 525 Hennessy Road, Causeway Bay",503,3,0,(4 Reviews),$401-800,"['Japanese', 'Sushi/Sashimi']"
1488,Akanoshou 赤の匠,Causeway Bay,"6/F, HDH Centre, 8 Pennington Street, Causeway Bay",212,1,0,(1 Reviews),Above $801,['Japanese']
1489,Taishu Kappou Ito by Sake no Wa 大眾割烹 伊藤 by 酒の和,Causeway Bay,"19/F, Bartlock Centre, 3-9 Yiu Wa Street, Causeway Bay",851,1,0,(1 Reviews),$201-400,"['Japanese', 'Izakaya']"
1490,玖子貴,Causeway Bay,"Shop 15A, B2/F, Sogo, 555 Hennessy Road, Causeway Bay",556,18,10,(51 Reviews),Below $50,"['Japanese', 'Snack Shop & Deli']"
1491,Milk Top,Causeway Bay,"Shop 7A1, B2/F, Sogo, 555 Hennessy Road, Causeway Bay",247,4,0,(9 Reviews),Below $50,"['Japanese', 'Dessert']"
1492,Victorian Era (Lee Theatre Plaza) 香江花月 (利舞臺廣場),Causeway Bay,"21/F, Lee Theatre Plaza, 99 Percival Street, Causeway Bay",2848,,,,$401-800,"['Guangdong', 'Hong Kong Style']"
1493,Wagyu Yakiniku Ichiro (All Branches) 和牛燒肉一郎 (寶漢大廈),,3 branches,,,,,$201-400,"['Japanese', 'BBQ']"
1494,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
1495,Yoshinoya 吉野家,Causeway Bay,"Basement, Kyoto Plaza, 491-499 Lockhart Road, Causeway Bay",695,25,6,(72 Reviews),Below $50,"['Japanese', 'Fast Food']"
1496,為食郎 食いしん坊,Causeway Bay,"Shop 1, G/F, Progress Commercial Building, 9 Irving Street, Causeway Bay",261,2,0,(2 Reviews),$51-100,['Japanese']
1497,Uo Koh 魚光,Causeway Bay,"Shop 7, B2/F, Sogo, 555 Hennessy Road, Causeway Bay",99,5,0,(7 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
1498,Choubo Kissaten 喫茶ちょうぼ,Causeway Bay,"Shop 8, 4/F, World Trade Center, 280 Gloucester Road, Causeway Bay",242,6,0,(6 Reviews),$101-200,"['Japanese', 'Cake']"
1499,KUSHIYAKI YOKOCHO 串燒橫丁,Causeway Bay,"Shop SG26, B2/F, Sogo, 555 Hennessy Road, Causeway Bay",256,6,2,(15 Reviews),Below $50,"['Japanese', 'Skewer']"
1500,OMUSUBI,Causeway Bay,"Shop 17, B2/F, Sogo, 555 Hennessy Road, Causeway Bay",37,1,0,(1 Reviews),Below $50,"['Japanese', 'Vegetarian']"
1501,Mos Burger,Causeway Bay,"Shop 8, 11/F, Hysan Place , 500 Hennessy Road, Causeway Bay",172,1,0,(2 Reviews),Below $50,"['Japanese', 'Hamburger']"
1502,Fuwafuwa Coffee ふわふわ珈琲,Causeway Bay,"G/F, Radio City , 505 Hennessy Road, Causeway Bay",167,1,0,(1 Reviews),$51-100,"['Japanese', 'Coffee Shop']"
1503,The Cloakroom,Causeway Bay,"15/F, L'Hart, 487-489 Lockhart Road, Causeway Bay",499,1,0,(1 Reviews),$51-100,"['Japanese', 'Wine']"
1504,Danish Bar,Causeway Bay,"cookedDeli by city'super, B1/F, Times Square, 1 Matheson Street, Causeway Bay",218,6,3,(10 Reviews),Below $50,"['Japanese', 'Bakery']"
1505,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
1506,CHUTNEY,Central,"4/F, Carfield Commercial Building, 75-77 Wyndham Street, Central, Central",18444,,,,$201-400,"['Indian', 'Fine Dining']"
1507,Tian Jian IZAKAYA 天澗居酒屋,Yuen Long,"G/F, 79&81 Kau Yuk Road, Yuen Long",2897,,,,$201-400,"['Japanese', 'Izakaya']"
1508,Ramen Cubism (Wellington Street) 立体派拉麵 (威靈頓街),Central,"Basement, Yuen Yick Building, 27-29 Wellington Street, Central",27896,390,24,(554 Reviews),$51-100,"['Japanese', 'Ramen']"
1509,Hungry Dino 為食龍,Central,"G/F & 1/F, LL Tower, 2-4 Shelley Street, Central",24479,347,19,(450 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
1510,Kane Tsuru Ramen (Hollywood Road) 金鶴拉麵 (荷李活道),Central,"G/F, 39 Hollywood Road, Central",10632,398,5,(481 Reviews),$101-200,"['Japanese', 'Ramen']"
1511,Zagin Soba 座銀,Central,"G/F, 7 Gough Street, Central",28657,257,5,(367 Reviews),$101-200,"['Japanese', 'Ramen']"
1512,Maru De Sankaku ○de▽ 鯛白湯らーめん,Central,"G/F, 13 Aberdeen Street, Central",27247,191,10,(278 Reviews),$101-200,"['Japanese', 'Ramen']"
1513,Eat Together (Queen Victoria Street) 一起食堂 (域多利皇后街),Central,"G/F, 2 Queen Victoria Street, Central",21809,385,12,(471 Reviews),$51-100,"['Japanese', 'Taiwan']"
1514,TOKYOLIMA,Central,"UG/F, Car Po Commercial Building, 18-20 Lyndhurst Terrace, Central",44857,180,9,(240 Reviews),$401-800,"['Japanese', 'Izakaya']"
1515,Sushi Kumo (Tak Woo House) 雲壽司 (德和大廈),Central,"G/F, Tak Woo House, 17-19 D'aguilar Street, Central",11919,345,4,(369 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
1516,Sukiyaki Mori (Hollywood Road) すき焼 森 (荷李活道),Central,"LG/F, 66 Hollywood Road, Central",39334,124,7,(158 Reviews),$401-800,"['Japanese', 'Sushi/Sashimi']"
1517,FUMI,Central,"6/F, California Tower, 30-32 D'Aguilar Street, Central",40138,257,13,(314 Reviews),$401-800,"['Japanese', 'Sushi/Sashimi']"
1518,Fukuro,Central,"G/F, Winly Building, 1-5 Elgin Street, Central",32596,118,8,(174 Reviews),$201-400,['Japanese']
1519,Trinity (Li Yuen West Street) 三一餃子 (利源西街),Central,"G/F, 7 Li Yuen West Street, Central",21907,195,8,(270 Reviews),$51-100,"['Japanese', 'Wonton/Dumpling']"
1520,Yume Cuisine 夢,Central,"Shop 101, 1/F, Tak Woo House, 1-3 Wo On Lane, Central",14169,180,4,(198 Reviews),Above $801,"['Japanese', 'Kaiseki']"
1521,NOJO,Central,"Shop 5 & Open Space, G/F, The Steps ‧ H Code, 45 Pottinger Street, Central",24395,142,7,(213 Reviews),$101-200,"['Japanese', 'Ramen']"
1522,Sumiya 炭家,Central,"G/F, 24 Gough Street, Central",9193,114,6,(137 Reviews),$201-400,"['Japanese', 'Skewer']"
1523,CHUTNEY,Central,"4/F, Carfield Commercial Building, 75-77 Wyndham Street, Central, Central",18444,,,,$201-400,"['Indian', 'Fine Dining']"
1524,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
1525,Shahrazad Lebanese Dining Lounge & Bar,Central,"2/F, Carfield Commercial Building, 75-77 Wyndham Street, Central",47194,,,,$201-400,"['Middle Eastern', 'Lebanon']"
1526,Revtime 時光逆流,Central,"LG/F, Manching House, 41 Wyndham Street, Central",6876,88,1,(101 Reviews),$101-200,"['Japanese', 'Yoshoku']"
1527,Kushi By Skewer Kitchen 燒烤堂,Central,"Shop C-D, G/F, Lam’s Building, 6-10 Kau U Fong, Central",3802,98,1,(101 Reviews),$101-200,"['Japanese', 'Skewer']"
1528,Loft & Scone,Central,"G/F, 6 Gilman's Bazaar, Central",11335,71,1,(112 Reviews),$51-100,"['Japanese', 'Coffee Shop']"
1529,Chotto Maki,Central,"G/F, Li Yuen Street West, Central",11070,309,1,(336 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
1530,Kyoto Joe,Central,"23/F, California Tower, 30-36 D'aguilar Street, Lan Kwai Fong, Central",17191,68,6,(96 Reviews),$401-800,"['Japanese', 'Sushi/Sashimi']"
1531,298 Nikuya Room,Central,"2/F, Pearl Oriental House, 60 Stanley Street, Central",24833,87,0,(109 Reviews),$401-800,"['Japanese', 'Roast Meat']"
1532,Man Man Canteen 滿滿食堂,Central,"Basement, Peter Building, 58-60 Queen's Road Central, Central",8573,92,7,(131 Reviews),$51-100,['Japanese']
1533,CENSU,Central,"G/F, 28-30 Gough Street, Central",16516,43,1,(64 Reviews),$401-800,"['Japanese', 'Brunch']"
1534,Shugetsu (Gough Street) 麵鮮醬油房周月 (歌賦街),Central,"G/F, 5 Gough Street, Central",25031,211,33,(408 Reviews),$51-100,"['Japanese', 'Ramen']"
1535,ICHIJUISSAI (Central Market) 一汁一菜 (中環街市),Central,"Shop 243, 2/F, Central Market, 93 Queen's Road Central, Central",1770,73,1,(88 Reviews),$51-100,"['Japanese', 'Soup']"
1536,Decree Izakaya by T 令酒場,Central,"23/F, Foco, 46-48 Cochrane Street, Central",4381,71,1,(81 Reviews),$201-400,"['Japanese', 'Robatayaki']"
1537,Gassan 月山,Central,"19/F,  H Queen's, 80 Queen's Road Central, Central",9364,79,1,(83 Reviews),$401-800,"['Japanese', 'Sushi/Sashimi']"
1538,Uma Nota,Central,"Shop C, G/F, 38 Peel Street, Soho, Central",19315,71,2,(102 Reviews),$201-400,"['Japanese', 'Brunch']"
1539,kikusan,Central,"Shop B13-16, B/F, Landmark Atrium, 15 Queen's Road Central, Central",21070,160,10,(283 Reviews),$101-200,"['Japanese', 'Shanghai']"
1540,La Famille (國際金融中心商場),Central,"Shop 3098B, 3/F, IFC Mall, 1 Harbour View Street, Central",3491,138,1,(156 Reviews),$201-400,"['Japanese', 'Dessert']"
1541,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
1542,Bored Garden,Central,"G/F, 71 WELLINGTON ST CENTRAL, Central",972,,,,$51-100,"['Western', 'Hamburger']"
1543,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
1544,TENKAI 天海,Central,"G/F, 17 Aberdeen Street, Central",18916,81,9,(118 Reviews),$201-400,"['Japanese', 'Fine Dining']"
1545,Pazzi Isshokenmei,Central,"2/F, H Queen’s, 80 Queen's Road Central, Central",10605,66,5,(83 Reviews),$401-800,"['Japanese', 'Sushi/Sashimi']"
1546,Ramen Bari-Uma (D'aguilar Street) 霸嗎拉麵 (德己立街),Central,"G/F, 22 D'Aguilar Street, Central",7279,231,10,(299 Reviews),$51-100,"['Japanese', 'Ramen']"
1547,Uoharu (Wellington Place) 魚治 (威靈頓廣場),Central,"7/F, M88, Wellington Place, 2-8 Wellington Street, Central",19992,57,0,(81 Reviews),$201-400,"['Japanese', 'Robatayaki']"
